,words read,differents
8660,866100,30933
8661,866200,30935
8662,866300,30935
8663,866400,30937
8664,866500,30937
8665,866600,30938
8666,866700,30939
8667,866800,30942
8668,866900,30943
8669,867000,30944
8670,867100,30944
8671,867200,30946
8672,867300,30948
8673,867400,30948
8674,867500,30949
8675,867600,30952
8676,867700,30954
8677,867800,30955
8678,867900,30956
8679,868000,30958
8680,868100,30960
8681,868200,30962
8682,868300,30962
8683,868400,30963
8684,868500,30965
8685,868600,30967
8686,868700,30970
8687,868800,30972
8688,868900,30974
8689,869000,30975
8690,869100,30980
8691,869200,30981
8692,869300,30983
8693,869400,30984
8694,869500,30985
8695,869600,30985
8696,869700,30986
8697,869800,30986
8698,869900,30987
8699,870000,30987
8700,870100,30987
8701,870200,30988
8702,870300,30989
8703,870400,30990
8704,870500,30990
8705,870600,30993
8706,870700,30999
8707,870800,31000
8708,870900,31001
8709,871000,31002
8710,871100,31006
8711,871200,31006
8712,871300,31006
8713,871400,31006
8714,871500,31007
8715,871600,31009
8716,871700,31009
8717,871800,31009
8718,871900,31011
8719,872000,31012
8720,872100,31012
8721,872200,31014
8722,872300,31015
8723,872400,31018
8724,872500,31018
8725,872600,31019
8726,872700,31019
8727,872800,31019
8728,872900,31023
8729,873000,31026
8730,873100,31027
8731,873200,31029
8732,873300,31030
8733,873400,31030
8734,873500,31030
8735,873600,31030
8736,873700,31030
8737,873800,31030
8738,873900,31031
8739,874000,31032
8740,874100,31032
8741,874200,31033
8742,874300,31033
8743,874400,31033
8744,874500,31035
8745,874600,31036
8746,874700,31039
8747,874800,31039
8748,874900,31040
8749,875000,31042
8750,875100,31044
8751,875200,31047
8752,875300,31049
8753,875400,31050
8754,875500,31050
8755,875600,31052
8756,875700,31055
8757,875800,31056
8758,875900,31057
8759,876000,31059
8760,876100,31060
8761,876200,31062
8762,876300,31064
8763,876400,31065
8764,876500,31066
8765,876600,31067
8766,876700,31068
8767,876800,31068
8768,876900,31068
8769,877000,31068
8770,877100,31071
8771,877200,31073
8772,877300,31073
8773,877400,31074
8774,877500,31075
8775,877600,31076
8776,877700,31080
8777,877800,31080
8778,877900,31087
8779,878000,31087
8780,878100,31093
8781,878200,31097
8782,878300,31098
8783,878400,31099
8784,878500,31099
8785,878600,31100
8786,878700,31100
8787,878800,31101
8788,878900,31101
8789,879000,31103
8790,879100,31105
8791,879200,31106
8792,879300,31106
8793,879400,31106
8794,879500,31107
8795,879600,31107
8796,879700,31107
8797,879800,31108
8798,879900,31111
8799,880000,31111
8800,880100,31114
8801,880200,31115
8802,880300,31116
8803,880400,31120
8804,880500,31120
8805,880600,31120
8806,880700,31120
8807,880800,31120
8808,880900,31121
8809,881000,31123
8810,881100,31124
8811,881200,31125
8812,881300,31129
8813,881400,31131
8814,881500,31134
8815,881600,31135
8816,881700,31138
8817,881800,31139
8818,881900,31141
8819,882000,31145
8820,882100,31146
8821,882200,31150
8822,882300,31154
8823,882400,31156
8824,882500,31161
8825,882600,31163
8826,882700,31164
8827,882800,31166
8828,882900,31169
8829,883000,31171
8830,883100,31173
8831,883200,31174
8832,883300,31174
8833,883400,31177
8834,883500,31189
8835,883600,31192
8836,883700,31195
8837,883800,31197
8838,883900,31198
8839,884000,31199
8840,884100,31200
8841,884200,31201
8842,884300,31203
8843,884400,31206
8844,884500,31206
8845,884600,31207
8846,884700,31207
8847,884800,31207
8848,884900,31209
8849,885000,31213
8850,885100,31213
8851,885200,31216
8852,885300,31217
8853,885400,31217
8854,885500,31220
8855,885600,31223
8856,885700,31223
8857,885800,31223
8858,885900,31223
8859,886000,31225
8860,886100,31227
8861,886200,31228
8862,886300,31231
8863,886400,31232
8864,886500,31233
8865,886600,31234
8866,886700,31238
8867,886800,31239
8868,886900,31239
8869,887000,31241
8870,887100,31241
8871,887200,31243
8872,887300,31243
8873,887400,31249
8874,887500,31250
8875,887600,31252
8876,887700,31254
8877,887800,31258
8878,887900,31260
8879,888000,31260
8880,888100,31260
8881,888200,31261
8882,888300,31262
8883,888400,31263
8884,888500,31266
8885,888600,31267
8886,888700,31268
8887,888800,31269
8888,888900,31270
8889,889000,31270
8890,889100,31270
8891,889200,31271
8892,889300,31272
8893,889400,31273
8894,889500,31273
8895,889600,31273
8896,889700,31275
8897,889800,31277
8898,889900,31278
8899,890000,31278
8900,890100,31279
8901,890200,31279
8902,890300,31279
8903,890400,31280
8904,890500,31280
8905,890600,31285
8906,890700,31285
8907,890800,31289
8908,890900,31294
8909,891000,31299
8910,891100,31303
8911,891200,31306
8912,891300,31309
8913,891400,31311
8914,891500,31313
8915,891600,31317
8916,891700,31318
8917,891800,31318
8918,891900,31318
8919,892000,31320
8920,892100,31322
8921,892200,31322
8922,892300,31323
8923,892400,31328
8924,892500,31332
8925,892600,31337
8926,892700,31341
8927,892800,31344
8928,892900,31345
8929,893000,31346
8930,893100,31346
8931,893200,31347
8932,893300,31348
8933,893400,31350
8934,893500,31351
8935,893600,31351
8936,893700,31352
8937,893800,31352
8938,893900,31353
8939,894000,31353
8940,894100,31353
8941,894200,31356
8942,894300,31356
8943,894400,31356
8944,894500,31356
8945,894600,31356
8946,894700,31358
8947,894800,31358
8948,894900,31358
8949,895000,31360
8950,895100,31363
8951,895200,31366
8952,895300,31366
8953,895400,31367
8954,895500,31367
8955,895600,31367
8956,895700,31367
8957,895800,31367
8958,895900,31367
8959,896000,31369
8960,896100,31369
8961,896200,31370
8962,896300,31372
8963,896400,31373
8964,896500,31377
8965,896600,31380
8966,896700,31381
8967,896800,31381
8968,896900,31382
8969,897000,31382
8970,897100,31383
8971,897200,31383
8972,897300,31389
8973,897400,31391
8974,897500,31394
8975,897600,31395
8976,897700,31397
8977,897800,31399
8978,897900,31402
8979,898000,31404
8980,898100,31412
8981,898200,31414
8982,898300,31415
8983,898400,31416
8984,898500,31417
8985,898600,31417
8986,898700,31418
8987,898800,31419
8988,898900,31420
8989,899000,31421
8990,899100,31421
8991,899200,31422
8992,899300,31426
8993,899400,31427
8994,899500,31428
8995,899600,31429
8996,899700,31429
8997,899800,31430
8998,899900,31430
8999,900000,31430
9000,900100,31432
9001,900200,31432
9002,900300,31432
9003,900400,31434
9004,900500,31434
9005,900600,31434
9006,900700,31434
9007,900800,31436
9008,900900,31436
9009,901000,31436
9010,901100,31436
9011,901200,31436
9012,901300,31437
9013,901400,31440
9014,901500,31441
9015,901600,31442
9016,901700,31442
9017,901800,31442
9018,901900,31442
9019,902000,31445
9020,902100,31446
9021,902200,31447
9022,902300,31450
9023,902400,31454
9024,902500,31456
9025,902600,31464
9026,902700,31469
9027,902800,31471
9028,902900,31472
9029,903000,31478
9030,903100,31478
9031,903200,31478
9032,903300,31478
9033,903400,31478
9034,903500,31478
9035,903600,31478
9036,903700,31481
9037,903800,31481
9038,903900,31481
9039,904000,31481
9040,904100,31483
9041,904200,31486
9042,904300,31486
9043,904400,31486
9044,904500,31487
9045,904600,31487
9046,904700,31487
9047,904800,31491
9048,904900,31491
9049,905000,31493
9050,905100,31495
9051,905200,31496
9052,905300,31497
9053,905400,31497
9054,905500,31497
9055,905600,31498
9056,905700,31498
9057,905800,31500
9058,905900,31502
9059,906000,31503
9060,906100,31503
9061,906200,31505
9062,906300,31506
9063,906400,31508
9064,906500,31508
9065,906600,31515
9066,906700,31517
9067,906800,31519
9068,906900,31520
9069,907000,31521
9070,907100,31522
9071,907200,31523
9072,907300,31526
9073,907400,31533
9074,907500,31536
9075,907600,31536
9076,907700,31537
9077,907800,31538
9078,907900,31538
9079,908000,31540
9080,908100,31543
9081,908200,31545
9082,908300,31547
9083,908400,31547
9084,908500,31550
9085,908600,31551
9086,908700,31552
9087,908800,31554
9088,908900,31554
9089,909000,31554
9090,909100,31554
9091,909200,31554
9092,909300,31555
9093,909400,31558
9094,909500,31558
9095,909600,31560
9096,909700,31560
9097,909800,31561
9098,909900,31561
9099,910000,31561
9100,910100,31562
9101,910200,31562
9102,910300,31562
9103,910400,31565
9104,910500,31566
9105,910600,31566
9106,910700,31567
9107,910800,31567
9108,910900,31567
9109,911000,31568
9110,911100,31569
9111,911200,31569
9112,911300,31571
9113,911400,31571
9114,911500,31572
9115,911600,31576
9116,911700,31577
9117,911800,31581
9118,911900,31583
9119,912000,31583
9120,912100,31583
9121,912200,31585
9122,912300,31585
9123,912400,31587
9124,912500,31588
9125,912600,31589
9126,912700,31589
9127,912800,31590
9128,912900,31591
9129,913000,31593
9130,913100,31594
9131,913200,31594
9132,913300,31597
9133,913400,31598
9134,913500,31600
9135,913600,31600
9136,913700,31604
9137,913800,31605
9138,913900,31613
9139,914000,31613
9140,914100,31614
9141,914200,31615
9142,914300,31618
9143,914400,31621
9144,914500,31621
9145,914600,31623
9146,914700,31623
9147,914800,31623
9148,914900,31626
9149,915000,31630
9150,915100,31631
9151,915200,31633
9152,915300,31637
9153,915400,31639
9154,915500,31639
9155,915600,31639
9156,915700,31640
9157,915800,31642
9158,915900,31643
9159,916000,31644
9160,916100,31647
9161,916200,31651
9162,916300,31652
9163,916400,31656
9164,916500,31658
9165,916600,31660
9166,916700,31660
9167,916800,31662
9168,916900,31666
9169,917000,31667
9170,917100,31668
9171,917200,31669
9172,917300,31669
9173,917400,31670
9174,917500,31670
9175,917600,31672
9176,917700,31677
9177,917800,31681
9178,917900,31682
9179,918000,31682
9180,918100,31683
9181,918200,31684
9182,918300,31685
9183,918400,31691
9184,918500,31692
9185,918600,31692
9186,918700,31692
9187,918800,31693
9188,918900,31693
9189,919000,31694
9190,919100,31694
9191,919200,31694
9192,919300,31694
9193,919400,31694
9194,919500,31703
9195,919600,31709
9196,919700,31710
9197,919800,31712
9198,919900,31712
9199,920000,31713
9200,920100,31713
9201,920200,31715
9202,920300,31718
9203,920400,31718
9204,920500,31718
9205,920600,31718
9206,920700,31719
9207,920800,31720
9208,920900,31721
9209,921000,31721
9210,921100,31722
9211,921200,31723
9212,921300,31727
9213,921400,31729
9214,921500,31733
9215,921600,31733
9216,921700,31735
9217,921800,31736
9218,921900,31738
9219,922000,31739
9220,922100,31745
9221,922200,31745
9222,922300,31745
9223,922400,31750
9224,922500,31751
9225,922600,31752
9226,922700,31752
9227,922800,31753
9228,922900,31754
9229,923000,31757
9230,923100,31759
9231,923200,31759
9232,923300,31761
9233,923400,31764
9234,923500,31764
9235,923600,31767
9236,923700,31767
9237,923800,31767
9238,923900,31770
9239,924000,31770
9240,924100,31771
9241,924200,31772
9242,924300,31774
9243,924400,31775
9244,924500,31775
9245,924600,31776
9246,924700,31778
9247,924800,31778
9248,924900,31779
9249,925000,31779
9250,925100,31781
9251,925200,31781
9252,925300,31784
9253,925400,31785
9254,925500,31786
9255,925600,31786
9256,925700,31791
9257,925800,31791
9258,925900,31791
9259,926000,31794
9260,926100,31795
9261,926200,31796
9262,926300,31796
9263,926400,31796
9264,926500,31796
9265,926600,31796
9266,926700,31798
9267,926800,31798
9268,926900,31799
9269,927000,31799
9270,927100,31799
9271,927200,31801
9272,927300,31802
9273,927400,31803
9274,927500,31803
9275,927600,31804
9276,927700,31805
9277,927800,31805
9278,927900,31808
9279,928000,31808
9280,928100,31809
9281,928200,31810
9282,928300,31811
9283,928400,31813
9284,928500,31815
9285,928600,31816
9286,928700,31817
9287,928800,31818
9288,928900,31821
9289,929000,31823
9290,929100,31824
9291,929200,31825
9292,929300,31827
9293,929400,31827
9294,929500,31828
9295,929600,31829
9296,929700,31830
9297,929800,31831
9298,929900,31831
9299,930000,31832
9300,930100,31838
9301,930200,31838
9302,930300,31840
9303,930400,31841
9304,930500,31842
9305,930600,31842
9306,930700,31845
9307,930800,31847
9308,930900,31848
9309,931000,31850
9310,931100,31850
9311,931200,31851
9312,931300,31854
9313,931400,31857
9314,931500,31858
9315,931600,31860
9316,931700,31861
9317,931800,31863
9318,931900,31865
9319,932000,31866
9320,932100,31867
9321,932200,31867
9322,932300,31867
9323,932400,31869
9324,932500,31869
9325,932600,31872
9326,932700,31874
9327,932800,31875
9328,932900,31877
9329,933000,31880
9330,933100,31881
9331,933200,31883
9332,933300,31883
9333,933400,31883
9334,933500,31884
9335,933600,31884
9336,933700,31886
9337,933800,31886
9338,933900,31887
9339,934000,31887
9340,934100,31887
9341,934200,31888
9342,934300,31897
9343,934400,31898
9344,934500,31898
9345,934600,31899
9346,934700,31902
9347,934800,31904
9348,934900,31905
9349,935000,31906
9350,935100,31906
9351,935200,31906
9352,935300,31906
9353,935400,31906
9354,935500,31906
9355,935600,31907
9356,935700,31907
9357,935800,31907
9358,935900,31912
9359,936000,31913
9360,936100,31913
9361,936200,31916
9362,936300,31918
9363,936400,31919
9364,936500,31919
9365,936600,31920
9366,936700,31923
9367,936800,31924
9368,936900,31925
9369,937000,31927
9370,937100,31928
9371,937200,31929
9372,937300,31929
9373,937400,31931
9374,937500,31931
9375,937600,31931
9376,937700,31932
9377,937800,31934
9378,937900,31935
9379,938000,31936
9380,938100,31936
9381,938200,31937
9382,938300,31938
9383,938400,31938
9384,938500,31939
9385,938600,31940
9386,938700,31940
9387,938800,31942
9388,938900,31943
9389,939000,31943
9390,939100,31944
9391,939200,31948
9392,939300,31954
9393,939400,31955
9394,939500,31956
9395,939600,31957
9396,939700,31958
9397,939800,31958
9398,939900,31958
9399,940000,31959
9400,940100,31962
9401,940200,31962
9402,940300,31963
9403,940400,31964
9404,940500,31964
9405,940600,31964
9406,940700,31965
9407,940800,31966
9408,940900,31967
9409,941000,31968
9410,941100,31968
9411,941200,31968
9412,941300,31969
9413,941400,31969
9414,941500,31969
9415,941600,31972
9416,941700,31974
9417,941800,31977
9418,941900,31978
9419,942000,31984
9420,942100,31984
9421,942200,31985
9422,942300,31986
9423,942400,31987
9424,942500,31989
9425,942600,31994
9426,942700,31998
9427,942800,31998
9428,942900,31999
9429,943000,31999
9430,943100,32003
9431,943200,32008
9432,943300,32011
9433,943400,32011
9434,943500,32017
9435,943600,32017
9436,943700,32018
9437,943800,32023
9438,943900,32024
9439,944000,32028
9440,944100,32030
9441,944200,32030
9442,944300,32031
9443,944400,32034
9444,944500,32034
9445,944600,32035
9446,944700,32037
9447,944800,32039
9448,944900,32040
9449,945000,32041
9450,945100,32041
9451,945200,32042
9452,945300,32042
9453,945400,32042
9454,945500,32044
9455,945600,32044
9456,945700,32044
9457,945800,32045
9458,945900,32046
9459,946000,32048
9460,946100,32049
9461,946200,32051
9462,946300,32053
9463,946400,32054
9464,946500,32055
9465,946600,32055
9466,946700,32056
9467,946800,32058
9468,946900,32060
9469,947000,32060
9470,947100,32063
9471,947200,32064
9472,947300,32065
9473,947400,32065
9474,947500,32065
9475,947600,32065
9476,947700,32065
9477,947800,32065
9478,947900,32066
9479,948000,32067
9480,948100,32067
9481,948200,32068
9482,948300,32068
9483,948400,32069
9484,948500,32069
9485,948600,32070
9486,948700,32070
9487,948800,32072
9488,948900,32072
9489,949000,32073
9490,949100,32073
9491,949200,32075
9492,949300,32077
9493,949400,32077
9494,949500,32077
9495,949600,32077
9496,949700,32079
9497,949800,32080
9498,949900,32080
9499,950000,32080
9500,950100,32083
9501,950200,32084
9502,950300,32086
9503,950400,32087
9504,950500,32088
9505,950600,32092
9506,950700,32096
9507,950800,32098
9508,950900,32104
9509,951000,32104
9510,951100,32105
9511,951200,32105
9512,951300,32105
9513,951400,32106
9514,951500,32106
9515,951600,32112
9516,951700,32114
9517,951800,32115
9518,951900,32117
9519,952000,32117
9520,952100,32117
9521,952200,32117
9522,952300,32117
9523,952400,32117
9524,952500,32118
9525,952600,32123
9526,952700,32126
9527,952800,32129
9528,952900,32132
9529,953000,32134
9530,953100,32143
9531,953200,32149
9532,953300,32153
9533,953400,32154
9534,953500,32155
9535,953600,32156
9536,953700,32157
9537,953800,32157
9538,953900,32161
9539,954000,32163
9540,954100,32167
9541,954200,32167
9542,954300,32167
9543,954400,32171
9544,954500,32171
9545,954600,32173
9546,954700,32174
9547,954800,32176
9548,954900,32178
9549,955000,32178
9550,955100,32179
9551,955200,32179
9552,955300,32180
9553,955400,32181
9554,955500,32181
9555,955600,32182
9556,955700,32185
9557,955800,32185
9558,955900,32185
9559,956000,32186
9560,956100,32187
9561,956200,32187
9562,956300,32187
9563,956400,32187
9564,956500,32188
9565,956600,32189
9566,956700,32190
9567,956800,32193
9568,956900,32195
9569,957000,32196
9570,957100,32201
9571,957200,32208
9572,957300,32211
9573,957400,32213
9574,957500,32215
9575,957600,32219
9576,957700,32219
9577,957800,32221
9578,957900,32223
9579,958000,32227
9580,958100,32228
9581,958200,32228
9582,958300,32228
9583,958400,32229
9584,958500,32229
9585,958600,32231
9586,958700,32232
9587,958800,32236
9588,958900,32238
9589,959000,32238
9590,959100,32238
9591,959200,32238
9592,959300,32239
9593,959400,32241
9594,959500,32243
9595,959600,32243
9596,959700,32243
9597,959800,32243
9598,959900,32243
9599,960000,32244
9600,960100,32245
9601,960200,32248
9602,960300,32249
9603,960400,32249
9604,960500,32251
9605,960600,32251
9606,960700,32254
9607,960800,32255
9608,960900,32255
9609,961000,32259
9610,961100,32261
9611,961200,32261
9612,961300,32262
9613,961400,32262
9614,961500,32262
9615,961600,32265
9616,961700,32265
9617,961800,32267
9618,961900,32268
9619,962000,32268
9620,962100,32268
9621,962200,32268
9622,962300,32268
9623,962400,32269
9624,962500,32269
9625,962600,32270
9626,962700,32270
9627,962800,32270
9628,962900,32270
9629,963000,32270
9630,963100,32270
9631,963200,32270
9632,963300,32271
9633,963400,32271
9634,963500,32272
9635,963600,32272
9636,963700,32273
9637,963800,32273
9638,963900,32274
9639,964000,32274
9640,964100,32274
9641,964200,32275
9642,964300,32276
9643,964400,32277
9644,964500,32280
9645,964600,32281
9646,964700,32281
9647,964800,32283
9648,964900,32283
9649,965000,32285
9650,965100,32288
9651,965200,32292
9652,965300,32292
9653,965400,32296
9654,965500,32298
9655,965600,32300
9656,965700,32301
9657,965800,32301
9658,965900,32304
9659,966000,32305
9660,966100,32307
9661,966200,32308
9662,966300,32309
9663,966400,32312
9664,966500,32313
9665,966600,32313
9666,966700,32317
9667,966800,32319
9668,966900,32319
9669,967000,32321
9670,967100,32321
9671,967200,32322
9672,967300,32322
9673,967400,32322
9674,967500,32323
9675,967600,32323
9676,967700,32323
9677,967800,32323
9678,967900,32323
9679,968000,32323
9680,968100,32325
9681,968200,32325
9682,968300,32325
9683,968400,32325
9684,968500,32326
9685,968600,32327
9686,968700,32330
9687,968800,32331
9688,968900,32332
9689,969000,32334
9690,969100,32334
9691,969200,32335
9692,969300,32338
9693,969400,32338
9694,969500,32339
9695,969600,32339
9696,969700,32339
9697,969800,32340
9698,969900,32342
9699,970000,32346
9700,970100,32348
9701,970200,32349
9702,970300,32351
9703,970400,32351
9704,970500,32355
9705,970600,32365
9706,970700,32366
9707,970800,32368
9708,970900,32369
9709,971000,32371
9710,971100,32375
9711,971200,32378
9712,971300,32386
9713,971400,32392
9714,971500,32396
9715,971600,32398
9716,971700,32399
9717,971800,32400
9718,971900,32403
9719,972000,32404
9720,972100,32408
9721,972200,32408
9722,972300,32411
9723,972400,32412
9724,972500,32412
9725,972600,32413
9726,972700,32415
9727,972800,32416
9728,972900,32416
9729,973000,32416
9730,973100,32416
9731,973200,32416
9732,973300,32417
9733,973400,32419
9734,973500,32419
9735,973600,32429
9736,973700,32430
9737,973800,32431
9738,973900,32432
9739,974000,32433
9740,974100,32436
9741,974200,32436
9742,974300,32437
9743,974400,32437
9744,974500,32439
9745,974600,32440
9746,974700,32440
9747,974800,32441
9748,974900,32444
9749,975000,32445
9750,975100,32447
9751,975200,32447
9752,975300,32449
9753,975400,32453
9754,975500,32455
9755,975600,32455
9756,975700,32455
9757,975800,32455
9758,975900,32455
9759,976000,32455
9760,976100,32455
9761,976200,32455
9762,976300,32460
9763,976400,32462
9764,976500,32468
9765,976600,32471
9766,976700,32471
9767,976800,32471
9768,976900,32471
9769,977000,32471
9770,977100,32473
9771,977200,32473
9772,977300,32474
9773,977400,32475
9774,977500,32477
9775,977600,32477
9776,977700,32480
9777,977800,32480
9778,977900,32481
9779,978000,32484
9780,978100,32485
9781,978200,32485
9782,978300,32485
9783,978400,32485
9784,978500,32486
9785,978600,32488
9786,978700,32489
9787,978800,32489
9788,978900,32489
9789,979000,32491
9790,979100,32493
9791,979200,32495
9792,979300,32499
9793,979400,32500
9794,979500,32500
9795,979600,32504
9796,979700,32504
9797,979800,32504
9798,979900,32508
9799,980000,32509
9800,980100,32511
9801,980200,32514
9802,980300,32515
9803,980400,32516
9804,980500,32517
9805,980600,32518
9806,980700,32518
9807,980800,32518
9808,980900,32518
9809,981000,32518
9810,981100,32518
9811,981200,32518
9812,981300,32519
9813,981400,32520
9814,981500,32521
9815,981600,32521
9816,981700,32521
9817,981800,32521
9818,981900,32525
9819,982000,32526
9820,982100,32529
9821,982200,32529
9822,982300,32529
9823,982400,32529
9824,982500,32530
9825,982600,32530
9826,982700,32531
9827,982800,32533
9828,982900,32534
9829,983000,32534
9830,983100,32535
9831,983200,32537
9832,983300,32538
9833,983400,32539
9834,983500,32539
9835,983600,32539
9836,983700,32540
9837,983800,32544
9838,983900,32544
9839,984000,32544
9840,984100,32545
9841,984200,32547
9842,984300,32548
9843,984400,32549
9844,984500,32550
9845,984600,32550
9846,984700,32550
9847,984800,32551
9848,984900,32551
9849,985000,32551
9850,985100,32552
9851,985200,32552
9852,985300,32552
9853,985400,32553
9854,985500,32553
9855,985600,32554
9856,985700,32554
9857,985800,32557
9858,985900,32558
9859,986000,32561
9860,986100,32563
9861,986200,32564
9862,986300,32565
9863,986400,32565
9864,986500,32566
9865,986600,32569
9866,986700,32570
9867,986800,32571
9868,986900,32571
9869,987000,32571
9870,987100,32571
9871,987200,32571
9872,987300,32571
9873,987400,32573
9874,987500,32574
9875,987600,32575
9876,987700,32575
9877,987800,32575
9878,987900,32575
9879,988000,32577
9880,988100,32579
9881,988200,32580
9882,988300,32580
9883,988400,32580
9884,988500,32580
9885,988600,32580
9886,988700,32580
9887,988800,32581
9888,988900,32581
9889,989000,32582
9890,989100,32582
9891,989200,32582
9892,989300,32582
9893,989400,32583
9894,989500,32584
9895,989600,32584
9896,989700,32584
9897,989800,32584
9898,989900,32585
9899,990000,32585
9900,990100,32585
9901,990200,32586
9902,990300,32586
9903,990400,32586
9904,990500,32586
9905,990600,32586
9906,990700,32586
9907,990800,32587
9908,990900,32587
9909,991000,32587
9910,991100,32587
9911,991200,32587
9912,991300,32587
9913,991400,32587
9914,991500,32587
9915,991600,32587
9916,991700,32588
9917,991800,32588
9918,991900,32588
9919,992000,32588
9920,992100,32588
9921,992200,32588
9922,992300,32588
9923,992400,32588
9924,992500,32588
9925,992600,32589
9926,992700,32594
9927,992800,32594
9928,992900,32594
9929,993000,32596
9930,993100,32597
9931,993200,32598
9932,993300,32598
9933,993400,32599
9934,993500,32599
9935,993600,32599
9936,993700,32600
9937,993800,32601
9938,993900,32601
9939,994000,32601
9940,994100,32601
9941,994200,32601
9942,994300,32601
9943,994400,32601
9944,994500,32601
9945,994600,32602
9946,994700,32602
9947,994800,32604
9948,994900,32608
9949,995000,32609
9950,995100,32609
9951,995200,32609
9952,995300,32610
9953,995400,32611
9954,995500,32613
9955,995600,32614
9956,995700,32614
9957,995800,32615
9958,995900,32616
9959,996000,32616
9960,996100,32620
9961,996200,32620
9962,996300,32624
9963,996400,32624
9964,996500,32625
9965,996600,32626
9966,996700,32627
9967,996800,32629
9968,996900,32632
9969,997000,32632
9970,997100,32633
9971,997200,32633
9972,997300,32634
9973,997400,32636
9974,997500,32637
9975,997600,32639
9976,997700,32644
9977,997800,32644
9978,997900,32644
9979,998000,32645
9980,998100,32645
9981,998200,32646
9982,998300,32647
9983,998400,32647
9984,998500,32648
9985,998600,32650
9986,998700,32650
9987,998800,32650
9988,998900,32650
9989,999000,32651
9990,999100,32651
9991,999200,32651
9992,999300,32652
9993,999400,32652
9994,999500,32652
9995,999600,32654
9996,999700,32656
9997,999800,32661
9998,999900,32662
9999,1000000,32662
10000,1000100,32663
10001,1000200,32663
10002,1000300,32663
10003,1000400,32663
10004,1000500,32663
10005,1000600,32665
10006,1000700,32665
10007,1000800,32666
10008,1000900,32666
10009,1001000,32666
10010,1001100,32667
10011,1001200,32667
10012,1001300,32670
10013,1001400,32676
10014,1001500,32680
10015,1001600,32684
10016,1001700,32686
10017,1001800,32687
10018,1001900,32692
10019,1002000,32694
10020,1002100,32695
10021,1002200,32695
10022,1002300,32695
10023,1002400,32696
10024,1002500,32696
10025,1002600,32696
10026,1002700,32698
10027,1002800,32700
10028,1002900,32701
10029,1003000,32702
10030,1003100,32702
10031,1003200,32702
10032,1003300,32702
10033,1003400,32702
10034,1003500,32704
10035,1003600,32704
10036,1003700,32704
10037,1003800,32704
10038,1003900,32706
10039,1004000,32709
10040,1004100,32710
10041,1004200,32710
10042,1004300,32710
10043,1004400,32711
10044,1004500,32711
10045,1004600,32712
10046,1004700,32712
10047,1004800,32712
10048,1004900,32713
10049,1005000,32715
10050,1005100,32716
10051,1005200,32718
10052,1005300,32718
10053,1005400,32718
10054,1005500,32720
10055,1005600,32720
10056,1005700,32720
10057,1005800,32720
10058,1005900,32720
10059,1006000,32720
10060,1006100,32721
10061,1006200,32721
10062,1006300,32721
10063,1006400,32722
10064,1006500,32723
10065,1006600,32724
10066,1006700,32724
10067,1006800,32724
10068,1006900,32725
10069,1007000,32725
10070,1007100,32725
10071,1007200,32725
10072,1007300,32725
10073,1007400,32726
10074,1007500,32726
10075,1007600,32726
10076,1007700,32726
10077,1007800,32728
10078,1007900,32728
10079,1008000,32728
10080,1008100,32729
10081,1008200,32729
10082,1008300,32731
10083,1008400,32731
10084,1008500,32732
10085,1008600,32734
10086,1008700,32734
10087,1008800,32735
10088,1008900,32737
10089,1009000,32739
10090,1009100,32739
10091,1009200,32739
10092,1009300,32740
10093,1009400,32740
10094,1009500,32740
10095,1009600,32741
10096,1009700,32742
10097,1009800,32745
10098,1009900,32747
10099,1010000,32748
10100,1010100,32749
10101,1010200,32749
10102,1010300,32751
10103,1010400,32752
10104,1010500,32754
10105,1010600,32754
10106,1010700,32755
10107,1010800,32757
10108,1010900,32757
10109,1011000,32758
10110,1011100,32759
10111,1011200,32762
10112,1011300,32762
10113,1011400,32763
10114,1011500,32764
10115,1011600,32765
10116,1011700,32765
10117,1011800,32765
10118,1011900,32766
10119,1012000,32767
10120,1012100,32767
10121,1012200,32768
10122,1012300,32770
10123,1012400,32775
10124,1012500,32777
10125,1012600,32777
10126,1012700,32777
10127,1012800,32777
10128,1012900,32777
10129,1013000,32777
10130,1013100,32777
10131,1013200,32777
10132,1013300,32777
10133,1013400,32777
10134,1013500,32777
10135,1013600,32777
10136,1013700,32777
10137,1013800,32777
10138,1013900,32777
10139,1014000,32777
10140,1014100,32778
10141,1014200,32778
10142,1014300,32782
10143,1014400,32782
10144,1014500,32782
10145,1014600,32782
10146,1014700,32782
10147,1014800,32782
10148,1014900,32783
10149,1015000,32784
10150,1015100,32784
10151,1015200,32785
10152,1015300,32785
10153,1015400,32789
10154,1015500,32790
10155,1015600,32790
10156,1015700,32792
10157,1015800,32793
10158,1015900,32795
10159,1016000,32795
10160,1016100,32795
10161,1016200,32795
10162,1016300,32795
10163,1016400,32796
10164,1016500,32799
10165,1016600,32800
10166,1016700,32802
10167,1016800,32804
10168,1016900,32804
10169,1017000,32804
10170,1017100,32806
10171,1017200,32808
10172,1017300,32808
10173,1017400,32808
10174,1017500,32808
10175,1017600,32810
10176,1017700,32811
10177,1017800,32811
10178,1017900,32811
10179,1018000,32811
10180,1018100,32813
10181,1018200,32818
10182,1018300,32819
10183,1018400,32820
10184,1018500,32821
10185,1018600,32822
10186,1018700,32822
10187,1018800,32822
10188,1018900,32824
10189,1019000,32824
10190,1019100,32827
10191,1019200,32827
10192,1019300,32828
